cycle	bp	stage	scenario	genetic_mode	N	K_t	climate_K_factor	human_K_factor	q_hunting	N_female	N_male	N_juvenile	N_age0	N_age1	births_total	births_own_OMU	births_other_OMU	births_AMU	adult_females	adult_males	breeding_females	candidate_fathers	OMU_count	AMU_males	AMU_count_proxy	AMU_males_per_OMU	dominant_males	no_breeder_years	quasi_extinct	functional_extinct	demographic_extinct	mean_age	density_factor
75	75	post_mortality	M2	selected	96	100.0	1.0	1.0	0.0	50	46	54	14	13	15	10	2	3	23	13	3	13	5	20	2	4.0	3	0	0	0	0	5.26042	0.907408
76	74	post_mortality	M2	selected	107	100.0	1.0	1.0	0.0	56	51	58	15	14	16	12	2	2	27	16	0	16	5	20	2	4.0	5	1	0	0	0	5.4486	0.939079
77	73	post_mortality	M2	selected	102	100.0	1.0	1.0	0.0	56	46	59	14	14	18	11	2	5	25	13	1	13	5	20	2	4.0	3	0	0	0	0	5.37255	0.841496
78	72	post_mortality	M2	selected	102	100.0	1.0	1.0	0.0	54	48	59	12	11	15	9	2	4	23	16	2	16	5	19	2	3.8	5	0	0	0	0	5.48039	0.897312
79	71	post_mortality	M2	selected	94	100.0	1.0	1.0	0.0	54	40	54	18	8	22	14	5	3	23	12	2	12	6	18	2	3.0	3	0	0	0	0	5.2766	0.846951
80	70	post_mortality	M2	selected	101	100.0	1.0	1.0	0.0	59	42	58	14	17	14	8	1	5	25	11	1	11	6	16	2	2.66667	5	0	0	0	0	5.0396	0.975665
81	69	post_mortality	M2	selected	94	100.0	1.0	1.0	0.0	56	38	52	14	12	17	12	1	4	25	9	0	9	6	17	2	2.83333	3	1	0	0	0	5.01064	0.888914
82	68	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	56	43	57	16	14	17	8	2	7	23	10	0	10	6	16	2	2.66667	5	2	0	0	0	4.79798	0.949722
83	67	post_mortality	M2	selected	97	100.0	1.0	1.0	0.0	56	41	60	9	15	12	6	1	5	19	13	1	13	6	13	2	2.16667	6	0	0	0	0	4.86598	0.9501
84	66	post_mortality	M2	selected	101	100.0	1.0	1.0	0.0	58	43	61	16	7	21	10	6	5	23	15	1	15	6	16	2	2.66667	5	0	0	0	0	4.71287	0.891884
85	65	post_mortality	M2	selected	98	100.0	1.0	1.0	0.0	54	44	60	14	14	17	11	1	5	22	10	1	10	6	16	2	2.66667	5	0	0	0	0	4.53061	0.885942
86	64	post_mortality	M2	selected	98	100.0	1.0	1.0	0.0	53	45	58	14	14	18	13	1	4	23	11	0	11	4	16	2	4.0	4	1	0	0	0	4.73469	0.902147
87	63	post_mortality	M2	selected	101	100.0	1.0	1.0	0.0	52	49	56	19	12	19	13	4	2	25	12	2	12	4	17	2	4.25	4	0	0	0	0	4.76238	0.897156
88	62	post_mortality	M2	selected	101	100.0	1.0	1.0	0.0	57	44	56	10	17	11	8	0	3	27	10	2	10	4	18	2	4.5	3	0	0	0	0	5.08911	0.938887
89	61	post_mortality	M2	selected	103	100.0	1.0	1.0	0.0	57	46	57	16	10	24	15	3	6	28	12	0	12	5	18	2	3.6	5	1	0	0	0	4.76699	0.84352
90	60	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	55	44	53	15	13	17	9	3	5	27	13	3	13	5	20	2	4.0	4	0	0	0	0	5.21212	0.871296
91	59	post_mortality	M2	selected	95	100.0	1.0	1.0	0.0	49	46	52	15	14	15	8	3	4	23	13	1	13	5	20	2	4.0	5	0	0	0	0	5.02105	0.919005
92	58	post_mortality	M2	selected	95	100.0	1.0	1.0	0.0	46	49	51	11	12	14	9	2	3	21	15	3	15	5	22	3	4.4	3	0	0	0	0	5.11579	0.96057
93	57	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	51	48	57	13	11	15	8	0	7	22	14	0	14	5	19	2	3.8	4	1	0	0	0	5.09091	0.951822
94	56	post_mortality	M2	selected	95	100.0	1.0	1.0	0.0	46	49	53	12	11	14	12	2	0	21	17	1	17	4	21	3	5.25	4	0	0	0	0	5.15789	0.92787
95	55	post_mortality	M2	selected	94	100.0	1.0	1.0	0.0	51	43	49	14	11	18	13	2	3	25	14	1	14	5	22	3	4.4	3	0	0	0	0	5.11702	0.930086
96	54	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	54	45	53	14	13	15	10	3	2	25	14	1	14	5	19	2	3.8	5	0	0	0	0	4.9596	0.961501
97	53	post_mortality	M2	selected	100	100.0	1.0	1.0	0.0	56	44	55	14	11	15	10	3	2	26	13	3	13	4	20	2	5.0	1	0	0	0	0	4.97	0.91843
98	52	post_mortality	M2	selected	98	100.0	1.0	1.0	0.0	56	42	60	17	12	18	12	1	5	22	13	1	13	4	19	2	4.75	3	0	0	0	0	4.67347	0.887565
99	51	post_mortality	M2	selected	98	100.0	1.0	1.0	0.0	57	41	58	11	17	11	4	3	4	23	11	0	11	4	18	2	4.5	2	1	0	0	0	4.66327	0.958494
100	50	post_mortality	M2	selected	93	100.0	1.0	1.0	0.0	53	40	55	14	10	20	13	2	5	23	9	1	9	4	16	2	4.0	3	0	0	0	0	4.67742	0.887023
101	49	post_mortality	M2	selected	97	100.0	1.0	1.0	0.0	55	42	56	14	12	17	9	3	5	24	11	0	11	4	16	2	4.0	4	1	0	0	0	4.75258	0.951582
102	48	post_mortality	M2	selected	105	100.0	1.0	1.0	0.0	57	48	59	16	12	17	10	2	5	27	12	2	12	4	20	2	5.0	3	0	0	0	0	4.95238	0.919097
103	47	post_mortality	M2	selected	102	100.0	1.0	1.0	0.0	57	45	53	12	11	19	14	5	0	30	12	4	12	4	21	3	5.25	2	0	0	0	0	5.09804	0.84498
104	46	post_mortality	M2	selected	94	100.0	1.0	1.0	0.0	46	48	54	18	12	26	15	4	7	23	10	0	10	6	18	2	3.0	4	1	0	0	0	4.57447	0.819277
105	45	post_mortality	M2	selected	101	100.0	1.0	1.0	0.0	51	50	58	13	17	15	10	3	2	23	13	0	13	6	18	2	3.0	6	2	0	0	0	4.73267	0.959785
106	44	post_mortality	M2	selected	103	100.0	1.0	1.0	0.0	54	49	57	11	13	13	7	3	3	24	15	0	15	6	22	3	3.66667	6	3	0	0	0	5.19417	0.916911
107	43	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	54	45	55	15	10	17	12	1	4	22	14	0	14	6	21	3	3.5	5	4	0	0	0	5.24242	0.873612
108	42	post_mortality	M2	selected	101	100.0	1.0	1.0	0.0	55	46	56	13	14	16	10	3	3	24	14	0	14	6	23	3	3.83333	5	5	0	1	0	5.24752	0.913175
109	41	post_mortality	M2	selected	103	100.0	1.0	1.0	0.0	55	48	55	15	13	17	13	0	4	23	15	0	15	6	20	2	3.33333	6	6	0	1	0	5.14563	0.889809
110	40	post_mortality	M2	selected	98	100.0	1.0	1.0	0.0	53	45	53	14	12	17	14	0	3	24	15	2	15	6	18	2	3.0	4	0	0	1	0	5.14286	0.874067
111	39	post_mortality	M2	selected	104	100.0	1.0	1.0	0.0	55	49	61	17	11	18	13	1	4	26	15	0	15	6	18	2	3.0	4	1	0	1	0	4.99038	0.902939
112	38	post_mortality	M2	selected	105	100.0	1.0	1.0	0.0	57	48	59	14	15	15	9	4	2	28	11	2	11	6	20	2	3.33333	4	0	0	1	0	5.13333	0.880626
113	37	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	57	42	53	14	12	18	7	3	8	25	10	2	10	6	18	2	3.0	4	0	0	1	0	5.41414	0.852978
114	36	post_mortality	M2	selected	100	100.0	1.0	1.0	0.0	53	47	57	19	12	22	14	2	6	24	13	1	13	7	16	2	2.28571	6	0	0	1	0	5.18	0.87142
115	35	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	49	50	56	14	18	16	7	3	6	24	14	1	14	7	18	2	2.57143	6	0	0	1	0	5.20202	0.906132
116	34	post_mortality	M2	selected	102	100.0	1.0	1.0	0.0	47	55	56	15	12	17	13	2	2	23	14	1	14	7	20	2	2.85714	6	0	0	1	0	5.03922	0.905846
117	33	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	45	54	54	9	14	13	7	0	6	21	15	0	15	6	19	2	3.16667	6	1	0	1	0	5.23232	0.909641
118	32	post_mortality	M2	selected	102	100.0	1.0	1.0	0.0	52	50	61	14	7	15	10	1	4	23	10	2	10	7	21	3	3.0	5	0	0	1	0	5.19608	0.920029
119	31	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	51	48	55	12	14	14	10	2	2	23	11	0	11	7	22	3	3.14286	6	1	0	1	0	4.9596	0.908696
120	30	post_mortality	M2	selected	106	100.0	1.0	1.0	0.0	50	56	58	17	12	18	13	1	4	23	12	0	12	7	24	3	3.42857	6	2	0	1	0	4.87736	0.89589
121	29	post_mortality	M2	selected	104	100.0	1.0	1.0	0.0	45	59	51	12	14	14	13	1	0	27	16	2	16	7	21	3	3.0	7	0	0	1	0	5.23077	0.871881
122	28	post_mortality	M2	selected	104	100.0	1.0	1.0	0.0	43	61	55	12	10	18	15	0	3	23	20	1	20	7	24	3	3.42857	7	0	0	1	0	5.49038	0.859902
123	27	post_mortality	M2	selected	102	100.0	1.0	1.0	0.0	43	59	53	12	11	19	10	2	7	23	20	1	20	5	26	3	5.2	5	0	0	1	0	5.43137	0.853346
124	26	post_mortality	M2	selected	103	100.0	1.0	1.0	0.0	46	57	52	15	10	17	10	3	4	22	19	1	19	5	31	4	6.2	3	0	0	1	0	5.35922	0.882516
125	25	post_mortality	M2	selected	100	100.0	1.0	1.0	0.0	41	59	49	12	14	12	11	0	1	18	21	1	21	5	36	4	7.2	4	0	0	1	0	5.47	0.910629
126	24	post_mortality	M2	selected	103	100.0	1.0	1.0	0.0	44	59	46	10	10	10	7	2	1	18	25	2	25	5	36	4	7.2	5	0	0	1	0	6.05825	0.955447
127	23	post_mortality	M2	selected	104	100.0	1.0	1.0	0.0	45	59	45	12	10	13	9	2	2	23	26	0	26	5	34	4	6.8	4	1	0	1	0	5.95192	0.910578
128	22	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	44	55	44	12	10	14	8	2	4	23	27	2	27	5	32	4	6.4	5	0	0	1	0	5.89899	0.890358
129	21	post_mortality	M2	selected	104	100.0	1.0	1.0	0.0	45	59	47	16	9	16	7	2	7	22	29	2	29	5	32	4	6.4	5	0	0	1	0	5.98077	0.912624
130	20	post_mortality	M2	selected	96	100.0	1.0	1.0	0.0	48	48	46	11	14	12	7	1	4	22	24	2	24	5	27	3	5.4	3	0	0	1	0	5.97917	0.90743
131	19	post_mortality	M2	selected	101	100.0	1.0	1.0	0.0	53	48	51	15	10	18	13	3	2	24	23	1	23	5	24	3	4.8	4	0	0	1	0	5.75248	0.923432
132	18	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	51	48	50	13	13	16	9	0	7	27	19	2	19	5	20	2	4.0	4	0	0	1	0	5.68687	0.899743
133	17	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	52	47	53	17	10	20	12	3	5	27	16	3	16	5	21	3	4.2	4	0	0	1	0	5.41414	0.885391
134	16	post_mortality	M2	selected	96	100.0	1.0	1.0	0.0	50	46	52	11	15	15	7	0	8	24	13	2	13	5	18	2	3.6	4	0	0	1	0	5.36458	0.921213
135	15	post_mortality	M2	selected	92	100.0	1.0	1.0	0.0	47	45	56	14	10	19	13	1	5	21	10	1	10	5	19	2	3.8	2	0	0	1	0	4.91304	0.915126
136	14	post_mortality	M2	selected	104	100.0	1.0	1.0	0.0	52	52	57	14	13	15	9	1	5	26	13	1	13	5	23	3	4.6	5	0	0	1	0	5.20192	0.980395
137	13	post_mortality	M2	selected	100	100.0	1.0	1.0	0.0	49	51	55	11	13	13	7	4	2	22	11	0	11	5	22	3	4.4	4	1	0	1	0	5.28	0.898267
138	12	post_mortality	M2	selected	96	100.0	1.0	1.0	0.0	48	48	52	17	7	21	10	5	6	24	12	4	12	5	23	3	4.6	1	0	0	1	0	5.125	0.866898
139	11	post_mortality	M2	selected	96	100.0	1.0	1.0	0.0	49	47	52	12	16	13	8	2	3	24	14	1	14	5	21	3	4.2	4	0	0	1	0	5.10417	0.960867
140	10	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	47	52	55	16	11	17	14	0	3	20	14	1	14	5	22	3	4.4	4	0	0	1	0	4.93939	0.927891
141	9	post_mortality	M2	selected	101	100.0	1.0	1.0	0.0	52	49	55	8	15	10	6	1	3	23	13	1	13	5	20	2	4.0	4	0	0	1	0	5.33663	0.957384
142	8	post_mortality	M2	selected	96	100.0	1.0	1.0	0.0	50	46	53	11	4	18	11	3	4	23	14	4	14	5	22	3	4.4	4	0	0	1	0	5.51042	0.885671
143	7	post_mortality	M2	selected	98	100.0	1.0	1.0	0.0	51	47	53	18	9	19	9	4	6	23	14	2	14	5	24	3	4.8	4	0	0	1	0	4.83673	0.917465
144	6	post_mortality	M2	selected	100	100.0	1.0	1.0	0.0	53	47	50	10	18	12	12	0	0	26	15	0	15	5	26	3	5.2	4	1	0	1	0	5.27	0.952594
145	5	post_mortality	M2	selected	97	100.0	1.0	1.0	0.0	53	44	51	18	9	21	18	1	2	23	15	1	15	5	19	2	3.8	5	0	0	1	0	4.90722	0.867242
146	4	post_mortality	M2	selected	99	100.0	1.0	1.0	0.0	55	44	53	9	16	13	10	1	2	24	18	2	18	5	19	2	3.8	5	0	0	1	0	5.42424	0.950501
147	3	post_mortality	M2	selected	104	100.0	1.0	1.0	0.0	61	43	57	16	7	18	9	2	7	25	19	2	19	5	19	2	3.8	5	0	0	1	0	5.47115	0.896154
148	2	post_mortality	M2	selected	105	100.0	1.0	1.0	0.0	59	46	57	17	14	19	11	2	6	28	17	1	17	5	17	2	3.4	5	0	0	1	0	5.08571	0.853754
149	1	post_mortality	M2	selected	95	100.0	1.0	1.0	0.0	52	43	55	14	15	18	11	3	4	26	10	2	10	6	16	2	2.66667	2	0	0	1	0	4.94737	0.854256
150	0	post_mortality	M2	selected	107	100.0	1.0	1.0	0.0	59	48	60	17	13	19	13	4	2	31	11	1	11	6	12	2	2.0	6	0	0	1	0	4.92523	0.920186
